,genes_0,genes_1,x,y,cluster
180651,21693.664,20200.709,22205.0,5845.0,725.0
180652,21081.447,20575.887,22208.0,5961.0,725.0
180653,20638.885,21052.51,22201.0,6663.0,725.0
180654,21862.81,20109.225,22203.0,7175.0,513.0
180655,20850.379,20759.39,22212.0,7488.0,725.0
180656,22191.844,19948.424,22224.0,7659.0,561.0
180657,21155.127,20559.93,22197.0,8530.0,725.0
180658,22002.262,20243.064,22201.0,7599.0,563.0
180659,20887.906,22117.293,22214.0,7877.0,564.0
180660,20973.154,20616.838,22207.0,5736.0,725.0
180661,20059.324,22417.018,22211.0,6301.0,730.0
180662,20403.773,21273.918,22207.0,7098.0,725.0
180663,20770.137,21033.14,22209.0,8380.0,725.0
180664,20785.266,20918.473,22208.0,5912.0,725.0
180665,21868.75,20033.041,22209.0,6557.0,731.0
180666,21011.38,20599.592,22208.0,6785.0,725.0
180667,20739.049,20893.646,22208.0,6971.0,725.0
180668,20146.527,22260.23,22210.0,8438.0,730.0
180669,21111.38,20494.65,22212.0,6031.0,725.0
180670,20194.973,22210.688,22212.0,6326.0,730.0
180671,21229.16,20415.424,22204.0,8330.0,725.0
180672,20386.605,21354.826,22214.0,6252.0,725.0
180673,22404.094,19980.574,22229.0,6269.0,731.0
180674,20735.227,20848.256,22210.0,7205.0,725.0
180676,21170.58,20425.168,22212.0,6479.0,725.0
180677,22053.434,20103.262,22213.0,7530.0,497.0
180678,21133.08,20922.877,22221.0,8038.0,565.0
180679,20605.129,21099.422,22216.0,6697.0,725.0
180680,21106.656,20508.568,22213.0,6734.0,725.0
180681,21486.268,20634.195,22217.0,5112.0,566.0
180682,21576.51,20124.016,22226.0,5715.0,725.0
180683,20670.365,21055.902,22227.0,6764.0,725.0
180684,20144.756,22253.174,22214.0,7585.0,730.0
180685,20350.129,21513.18,22219.0,7720.0,725.0
180686,20670.607,21266.668,22215.0,7910.0,567.0
180687,20148.525,22247.684,22215.0,6187.0,730.0
180688,21094.78,20548.184,22210.0,6513.0,725.0
180689,20597.807,21161.65,22210.0,6714.0,725.0
180690,20083.924,22377.758,22217.0,6988.0,730.0
180691,20306.396,21609.787,22222.0,7019.0,725.0
180692,20631.41,21046.035,22216.0,8300.0,725.0
180693,21552.014,20234.164,22204.0,7075.0,725.0
180694,20123.719,22318.0,22219.0,7321.0,730.0
180695,20826.406,20732.93,22224.0,7374.0,725.0
180696,22391.719,20162.723,22214.0,8491.0,731.0
180697,21470.82,20353.879,22214.0,5288.0,725.0
180698,20354.61,21453.107,22215.0,6853.0,725.0
180699,21339.2,20397.152,22216.0,7408.0,725.0
180700,20667.02,22174.531,22215.0,7891.0,504.0
180701,21809.006,20053.562,22218.0,5485.0,725.0
180702,21768.113,19987.047,22212.0,6398.0,731.0
180703,20494.646,21175.71,22218.0,7154.0,725.0
180704,21337.688,20311.69,22221.0,7250.0,725.0
180705,20157.227,22164.975,22217.0,7791.0,730.0
180706,20166.225,22240.229,22219.0,7807.0,730.0
180707,20457.85,21302.205,22216.0,6223.0,725.0
180708,20991.992,20670.18,22215.0,7769.0,725.0
180709,21848.674,19983.908,22227.0,5423.0,725.0
180710,21143.807,20508.264,22215.0,7279.0,725.0
180711,22042.217,20138.818,22225.0,8000.0,526.0
180712,20358.531,21692.951,22224.0,8063.0,568.0
180714,21314.717,20418.121,22231.0,7062.0,725.0
180716,20320.037,21548.506,22224.0,6087.0,725.0
180717,20076.031,22375.102,22225.0,7430.0,730.0
180718,21935.398,19963.701,22226.0,7453.0,664.0
180719,20171.441,22112.46,22221.0,7749.0,730.0
180720,20705.064,20951.22,22227.0,8182.0,725.0
180721,20315.57,21739.895,22223.0,5166.0,569.0
180722,20777.57,21819.352,22223.0,5374.0,415.0
180723,21317.99,20334.65,22234.0,5803.0,725.0
180724,20721.361,20866.45,22224.0,7680.0,725.0
180725,22370.588,19986.865,22229.0,5760.0,731.0
180726,20572.994,21173.064,22222.0,6892.0,725.0
180727,20308.277,21667.512,22225.0,7090.0,725.0
180728,21888.668,20103.268,22227.0,7121.0,513.0
180729,20389.51,21369.438,22218.0,7392.0,725.0
180730,21656.174,20101.377,22214.0,7566.0,725.0
180731,22022.906,20280.846,22212.0,7846.0,570.0
180732,20979.295,21924.309,22226.0,7920.0,571.0
180733,20729.4,20950.77,22223.0,8215.0,725.0
180734,22037.379,20068.812,22230.0,8246.0,526.0
180735,21002.484,20580.154,22223.0,5860.0,725.0
180736,21606.682,20261.324,22228.0,6460.0,725.0
180737,20866.758,20739.363,22225.0,5614.0,725.0
180738,20564.426,21083.62,22227.0,5886.0,725.0
180739,20559.508,21060.818,22227.0,6348.0,725.0
180740,20431.709,21288.412,22233.0,6800.0,725.0
180741,20471.83,21288.582,22226.0,5678.0,725.0
180742,22693.86,20143.879,22230.0,5981.0,456.0
180743,21691.822,20091.314,22245.0,6300.0,725.0
180744,20829.467,20754.012,22227.0,6914.0,725.0
180745,20503.484,21165.451,22229.0,7209.0,725.0
180746,21403.836,20330.268,22222.0,7953.0,725.0
180747,22020.191,20081.205,22226.0,8282.0,526.0
180748,21985.996,20582.207,22240.0,8444.0,572.0
180750,22042.857,19972.893,22229.0,5573.0,731.0
180751,21091.412,20575.967,22221.0,6874.0,725.0
180752,20302.227,21782.252,22227.0,7193.0,730.0
180753,20251.229,21905.41,22227.0,7610.0,730.0
180754,20279.004,21803.057,22227.0,8102.0,402.0
180755,20195.969,22203.412,22231.0,5243.0,730.0
180756,21799.094,19958.553,22228.0,6610.0,731.0
180757,20835.654,20772.562,22228.0,7824.0,725.0
180758,21282.543,20445.148,22228.0,5909.0,725.0
180759,20381.24,21482.205,22226.0,6827.0,725.0
180760,21438.414,20306.506,22232.0,7980.0,725.0
180762,21751.502,20076.518,22231.0,5634.0,725.0
180763,21498.77,20129.092,22251.0,6588.0,725.0
180764,20966.264,20586.365,22234.0,6732.0,725.0
180765,20555.154,21161.201,22238.0,7035.0,725.0
180766,21848.076,20055.086,22232.0,7494.0,725.0
180767,21654.924,20199.89,22228.0,8308.0,573.0
180768,21932.102,20108.21,22231.0,8371.0,526.0
180769,20797.502,20774.367,22240.0,7631.0,725.0
180770,21118.244,20533.027,22239.0,5516.0,725.0
180771,21506.611,20220.543,22234.0,6993.0,725.0
180772,20293.613,22007.12,22236.0,8034.0,486.0
180773,21689.047,20070.662,22225.0,8084.0,725.0
180774,20620.639,21139.807,22236.0,6386.0,725.0
180775,21684.184,20134.799,22246.0,6631.0,725.0
180776,21746.422,19982.043,22249.0,7232.0,725.0
180777,21413.914,20298.223,22237.0,8333.0,552.0
180778,21264.998,20480.021,22227.0,6153.0,725.0
180779,20776.098,20853.15,22236.0,7415.0,725.0
180780,20362.129,21386.285,22239.0,5732.0,725.0
180781,22046.902,20057.324,22226.0,8153.0,526.0
180782,20275.447,21852.924,22240.0,8395.0,402.0
180783,20803.777,20783.215,22243.0,5831.0,725.0
180784,20371.455,21440.432,22236.0,6076.0,725.0
180785,21748.324,20003.32,22236.0,6423.0,731.0
180786,20335.594,21471.277,22240.0,7013.0,725.0
180787,21618.871,20122.994,22244.0,7781.0,725.0
180788,20653.203,20981.23,22240.0,7314.0,725.0
180789,21491.432,20333.36,22249.0,7702.0,725.0
180790,21090.707,20614.176,22252.0,7722.0,725.0
180791,21627.16,20072.701,22236.0,8128.0,725.0
180792,20378.393,21469.863,22237.0,8204.0,725.0
180793,21842.46,20093.896,22242.0,5545.0,725.0
180794,21237.709,20552.07,22245.0,5388.0,574.0
180795,22571.502,20088.213,22222.0,5461.0,731.0
180796,20677.678,21035.152,22243.0,6711.0,725.0
180797,20912.945,20640.97,22253.0,6750.0,725.0
180798,21364.271,20332.252,22246.0,7538.0,725.0
180799,20282.074,21908.553,22243.0,8063.0,485.0
180801,20665.03,22150.344,22247.0,5327.0,575.0
180802,22062.55,19951.42,22237.0,6670.0,576.0
180803,21091.55,20582.145,22251.0,7583.0,725.0
180804,20360.197,22174.66,22243.0,5176.0,577.0
180805,22166.1,20011.06,22257.0,5496.0,731.0
180806,22395.734,19977.346,22269.0,7052.0,731.0
180807,20744.959,20938.012,22245.0,7087.0,725.0
180808,22016.262,19914.307,22251.0,7155.0,664.0
180809,20748.496,20872.666,22241.0,6228.0,725.0
180810,20797.44,20901.564,22246.0,7398.0,725.0
180812,21087.201,20533.408,22244.0,5610.0,725.0
180813,21490.598,20179.85,22240.0,5942.0,725.0
180814,21287.387,20374.457,22254.0,6797.0,725.0
180815,20123.107,22347.033,22246.0,6896.0,730.0
180816,21800.697,19980.607,22242.0,6208.0,731.0
180817,20435.396,21346.002,22246.0,6879.0,725.0
180818,20227.744,21939.379,22240.0,7181.0,730.0
180819,20930.877,20652.863,22246.0,7350.0,725.0
180820,21390.541,20257.762,22240.0,7750.0,725.0
180821,20888.645,20733.607,22249.0,7880.0,725.0
180822,22327.914,19957.055,22228.0,6316.0,731.0
180823,22271.408,19915.611,22247.0,6490.0,578.0
180824,21612.96,20210.066,22244.0,6941.0,725.0
180825,20878.434,20759.195,22253.0,7932.0,725.0
180826,21774.295,20079.379,22247.0,7846.0,468.0
180827,20748.377,20815.54,22252.0,7617.0,725.0
180828,20947.504,20773.062,22246.0,8103.0,725.0
180829,20424.344,21391.39,22253.0,5778.0,725.0
180830,21529.91,20104.24,22255.0,6114.0,725.0
180831,20295.654,21739.85,22251.0,7560.0,730.0
180832,20999.04,21815.473,22252.0,5211.0,579.0
180833,21236.652,20477.756,22247.0,6048.0,725.0
180834,20786.12,20857.443,22250.0,6371.0,725.0
180835,21879.545,20002.525,22280.0,6571.0,731.0
180836,20304.328,21690.945,22246.0,6775.0,725.0
180837,20195.67,22044.94,22252.0,7221.0,730.0
180838,20209.64,21969.576,22249.0,7505.0,730.0
180839,21490.695,20220.195,22246.0,7812.0,725.0
180840,20398.383,21288.086,22254.0,8235.0,580.0
180841,22303.947,19952.504,22231.0,6174.0,731.0
180842,20509.375,21215.385,22254.0,6456.0,725.0
180843,21560.46,20172.422,22253.0,6513.0,725.0
180844,21302.736,20500.514,22235.0,7299.0,725.0
180846,22028.11,19967.812,22259.0,5698.0,731.0
180847,21217.842,20502.926,22241.0,6970.0,725.0
180848,21601.477,20209.084,22248.0,7201.0,725.0
180849,21610.527,20134.373,22253.0,5901.0,725.0
180850,20798.102,20818.61,22253.0,7480.0,725.0
180851,21159.002,20532.512,22254.0,8035.0,725.0
180852,20391.664,21495.455,22255.0,8080.0,725.0
180853,20081.385,22338.041,22245.0,5107.0,477.0
180854,20534.967,21200.51,22256.0,5957.0,725.0
180855,22023.164,19965.268,22246.0,6019.0,731.0
180856,20460.014,21311.979,22256.0,7325.0,725.0
180857,21275.428,20364.018,22250.0,7598.0,725.0
180858,21041.531,20847.691,22261.0,7457.0,581.0
180859,21189.744,20555.447,22253.0,6921.0,725.0
180860,21637.941,20639.451,22261.0,7916.0,582.0
180861,20975.195,20709.768,22255.0,5653.0,725.0
180862,21874.57,19970.477,22265.0,7011.0,731.0
180863,21002.896,22342.465,22263.0,8416.0,583.0
180865,21181.693,20346.383,22270.0,5843.0,725.0
180866,20184.85,22141.184,22262.0,5999.0,730.0
180867,20901.969,20846.035,22255.0,6284.0,725.0
180868,22080.67,19986.21,22258.0,6358.0,731.0
180869,20044.541,22435.117,22261.0,6433.0,730.0
180870,21552.46,20237.482,22256.0,6693.0,725.0
180871,21395.59,20253.229,22260.0,7377.0,725.0
180872,19939.162,22578.855,22263.0,5249.0,584.0
180873,20233.838,21870.611,22260.0,5479.0,532.0
180874,20476.05,21300.785,22260.0,5516.0,725.0
180875,22273.676,19958.756,22268.0,5747.0,731.0
180876,22360.814,20020.08,22280.0,6150.0,731.0
180877,20765.383,20837.934,22272.0,7736.0,725.0
180878,21637.219,20496.121,22271.0,8013.0,644.0
180879,22022.111,20056.213,22270.0,5444.0,585.0
180880,21122.88,20543.477,22245.0,6547.0,725.0
180881,22287.168,20043.889,22251.0,6849.0,731.0
180882,20439.773,21287.125,22265.0,5729.0,725.0
180883,21913.615,20071.967,22259.0,6081.0,731.0
180884,20343.434,21577.074,22262.0,7184.0,725.0
180885,20576.488,21181.041,22266.0,8380.0,479.0
180886,19890.957,22665.652,22263.0,8571.0,510.0
180887,20403.004,21427.21,22273.0,7082.0,725.0
180888,20795.814,20860.205,22266.0,5810.0,725.0
180889,20484.203,21223.941,22266.0,6528.0,725.0
180890,20998.096,20633.514,22270.0,7128.0,725.0
180891,20825.467,20743.5,22273.0,7572.0,725.0
180892,21545.365,20139.475,22267.0,7649.0,725.0
180893,20291.582,21745.758,22270.0,7762.0,730.0
180894,20498.488,21184.432,22262.0,7994.0,725.0
180895,20614.34,21541.125,22268.0,5370.0,586.0
180896,21573.328,20123.363,22258.0,7103.0,725.0
180897,21533.105,20288.049,22244.0,7274.0,725.0
180898,22578.693,20073.672,22267.0,7978.0,731.0
180899,20426.09,21413.629,22266.0,8097.0,725.0
180900,21620.879,20364.875,22258.0,8254.0,587.0
180901,21885.494,20075.074,22273.0,5532.0,725.0
180902,21256.844,20372.018,22279.0,6497.0,725.0
180903,21793.836,20007.695,22278.0,6904.0,725.0
180904,21597.46,20169.832,22281.0,7888.0,725.0
180905,21049.271,20648.08,22260.0,6249.0,725.0
180906,20991.008,20655.104,22272.0,8305.0,725.0
180907,21137.934,20434.586,22267.0,6409.0,725.0
180908,21192.62,20679.69,22276.0,6627.0,725.0
180909,20400.602,21329.428,22271.0,7636.0,725.0
180910,22192.328,19988.65,22265.0,5573.0,731.0
180911,20874.494,21607.574,22273.0,5394.0,588.0
180912,21557.18,20235.717,22280.0,5888.0,725.0
180913,20539.924,21202.756,22269.0,6810.0,725.0
180914,20989.068,20644.293,22275.0,7253.0,725.0
180915,20731.361,20943.648,22270.0,7872.0,725.0
180916,21159.654,20507.17,22273.0,6203.0,725.0
180917,22094.734,20011.793,22273.0,7338.0,664.0
180918,21498.883,20148.768,22275.0,7500.0,725.0
180919,21820.932,19988.057,22271.0,7693.0,589.0
180920,20841.012,22145.059,22277.0,6106.0,590.0
180921,21588.291,20168.018,22273.0,6315.0,725.0
180922,20947.473,22052.08,22273.0,6870.0,591.0
180923,21135.1,20923.865,22274.0,8277.0,565.0
180924,20695.926,21048.436,22273.0,5965.0,725.0
180925,20773.969,20901.34,22267.0,6391.0,725.0
180926,21558.777,20260.936,22275.0,6662.0,725.0
180927,21183.277,20436.848,22274.0,6716.0,725.0
180928,20302.205,21601.617,22278.0,7193.0,725.0
180929,21125.21,20642.21,22273.0,5791.0,725.0
180930,20872.475,20652.477,22275.0,7438.0,725.0
180931,21834.75,19972.588,22275.0,8073.0,592.0
180932,20529.639,21260.05,22277.0,8191.0,725.0
180934,21880.133,20108.037,22278.0,5639.0,725.0
180935,20954.64,20783.395,22276.0,5694.0,725.0
180936,22042.643,19956.27,22282.0,6054.0,731.0
180937,20370.182,21527.18,22275.0,6735.0,725.0
180938,21025.508,20658.742,22281.0,7297.0,725.0
180940,20791.057,20871.084,22275.0,6276.0,725.0
180941,21288.137,20415.932,22277.0,8208.0,725.0
180942,20145.318,22146.16,22281.0,5418.0,730.0
180943,20512.82,21210.168,22282.0,6221.0,725.0
180944,20429.484,21422.701,22283.0,6446.0,725.0
180945,22084.018,19950.47,22280.0,5596.0,731.0
180946,21421.236,20341.17,22291.0,5673.0,725.0
180947,21671.871,20144.324,22275.0,5931.0,725.0
180948,20993.19,20700.258,22277.0,6025.0,725.0
180949,20447.168,21332.283,22276.0,6771.0,725.0
180950,20406.941,21484.592,22278.0,7170.0,725.0
180951,21653.79,20130.07,22275.0,7809.0,725.0
180952,20531.873,21178.65,22278.0,7840.0,725.0
180953,20480.865,21269.305,22282.0,8136.0,725.0
180954,22364.873,20059.238,22289.0,5985.0,731.0
180955,20479.305,21242.127,22285.0,7515.0,725.0
180957,20097.977,22321.562,22282.0,5281.0,477.0
180958,20403.562,21451.488,22277.0,7476.0,725.0
180959,21157.924,20544.016,22285.0,8231.0,725.0
180960,21310.527,20472.336,22272.0,6175.0,725.0
180961,21142.031,20629.133,22295.0,7564.0,725.0
180962,20171.426,22170.504,22282.0,5548.0,730.0
180963,20873.877,20819.213,22282.0,5821.0,725.0
180964,22290.023,20023.092,22284.0,6831.0,731.0
180965,20476.727,21236.273,22288.0,7152.0,725.0
180966,20748.598,20923.303,22287.0,7216.0,725.0
180967,21454.836,20398.89,22274.0,7940.0,725.0
180968,20190.213,21977.49,22287.0,5198.0,593.0
180969,20409.887,21444.36,22282.0,6887.0,725.0
180970,22542.824,20067.516,22263.0,7412.0,731.0
180971,20128.037,22199.234,22288.0,6357.0,730.0
180972,21983.123,20007.127,22309.0,6420.0,731.0
180973,20528.682,21318.72,22289.0,6478.0,725.0
180974,20909.102,20767.943,22289.0,7964.0,725.0
180975,20151.156,22226.465,22289.0,8169.0,730.0
180976,22011.139,20549.79,22294.0,8365.0,572.0
180977,19987.885,22504.617,22290.0,5253.0,584.0
180979,20630.213,21535.72,22295.0,6137.0,594.0
180980,20156.344,22283.47,22289.0,7114.0,730.0
180981,21135.299,20630.572,22291.0,7458.0,725.0
180982,21032.08,20673.875,22292.0,5513.0,725.0
180983,21125.18,20546.785,22294.0,5864.0,725.0
180984,21859.895,20101.205,22289.0,6523.0,731.0
180985,21621.566,20157.898,22288.0,7785.0,725.0
180986,21600.494,20172.443,22288.0,6071.0,725.0
180987,22233.77,19960.383,22300.0,7078.0,595.0
180988,21153.943,20669.68,22299.0,7388.0,725.0
180989,20876.271,20971.918,22294.0,7724.0,596.0
180990,20863.408,20825.203,22288.0,5166.0,725.0
180991,20969.424,20716.936,22289.0,6986.0,725.0
180992,22074.514,19952.088,22310.0,7242.0,664.0
180993,21277.908,20504.799,22289.0,8254.0,725.0
180994,20416.838,21435.953,22294.0,5624.0,725.0
180995,20424.877,21510.385,22293.0,7583.0,725.0
180996,21698.904,20519.719,22293.0,5404.0,597.0
180997,21225.39,20411.139,22300.0,5575.0,725.0
180998,21259.15,20379.637,22293.0,5841.0,725.0
180999,22605.613,20104.074,22287.0,6944.0,645.0
181000,20200.537,22149.447,22297.0,7174.0,730.0
181001,21841.273,19949.984,22297.0,7347.0,725.0
181002,20853.379,20823.941,22292.0,5494.0,725.0
181003,21797.375,20158.316,22293.0,5713.0,725.0
181004,21250.436,20423.326,22301.0,6632.0,725.0
181005,21872.352,20039.285,22295.0,6795.0,731.0
181006,21190.816,20653.38,22301.0,7029.0,725.0
181007,20962.412,20642.295,22302.0,7202.0,725.0
181008,20777.215,20841.408,22313.0,7418.0,725.0
181009,20234.346,21971.309,22298.0,7707.0,730.0
181010,20168.88,22184.656,22297.0,6034.0,730.0
181011,21174.967,20417.117,22286.0,6754.0,725.0
181012,20814.277,20852.797,22299.0,8223.0,523.0
181013,22402.262,20105.355,22318.0,5603.0,598.0
181014,20471.361,21290.033,22300.0,8007.0,725.0
181015,21254.246,20433.047,22294.0,7864.0,725.0
181016,21493.908,20162.031,22307.0,5919.0,725.0
181017,20136.451,22303.465,22305.0,6401.0,730.0
181018,20416.486,21387.383,22304.0,7812.0,725.0
181020,22404.654,19987.625,22310.0,6838.0,731.0
181021,21817.746,19924.443,22301.0,7528.0,725.0
181022,22270.564,20070.117,22283.0,8048.0,731.0
181023,20392.059,21388.895,22304.0,6442.0,725.0
181024,22426.195,19952.68,22292.0,7625.0,731.0
181025,21202.54,20448.793,22309.0,5457.0,725.0
181026,20946.215,20688.805,22294.0,5764.0,725.0
181027,21468.006,20213.512,22307.0,5893.0,725.0
181028,21780.322,20053.732,22305.0,6225.0,731.0
181029,21604.027,20127.848,22311.0,6486.0,725.0
181030,20982.893,21993.854,22301.0,6260.0,599.0
181031,21908.424,19995.81,22300.0,6309.0,731.0
181032,20122.754,22248.178,22306.0,7953.0,730.0
181033,21519.754,20143.81,22309.0,5656.0,725.0
181034,20307.742,21643.883,22309.0,6341.0,725.0
181035,20421.771,21365.781,22311.0,6360.0,725.0
181036,20862.5,20748.086,22304.0,6546.0,725.0
181037,20947.994,21931.023,22301.0,6723.0,600.0
181038,21648.748,20097.0,22308.0,7146.0,725.0
181039,21579.482,20156.45,22303.0,7278.0,725.0
181040,20515.71,21226.27,22308.0,7505.0,725.0
181041,22415.506,19970.742,22305.0,7687.0,731.0
181042,21644.166,20105.836,22307.0,5818.0,725.0
181043,20499.746,21243.965,22306.0,7371.0,725.0
181044,20228.795,21901.41,22305.0,7261.0,730.0
181045,20936.16,20787.053,22305.0,6387.0,725.0
181046,21569.986,20141.918,22319.0,6014.0,725.0
181047,20254.748,21889.814,22309.0,7103.0,730.0
181048,21183.852,20546.486,22305.0,7480.0,725.0
181049,20748.295,20977.479,22302.0,6684.0,725.0
181050,20206.596,22107.979,22313.0,6094.0,730.0
181051,20399.154,21454.1,22312.0,8254.0,725.0
181052,20419.982,21379.174,22313.0,5486.0,725.0
181053,20482.87,21277.422,22316.0,5861.0,725.0
181054,21133.135,20716.703,22314.0,6179.0,725.0
181055,20131.129,22261.969,22316.0,6470.0,730.0
181056,22016.848,19909.707,22302.0,6595.0,576.0
181057,21116.215,20574.238,22307.0,6648.0,725.0
181058,21375.59,20285.98,22321.0,6610.0,725.0
181059,20707.121,21129.48,22315.0,6666.0,725.0
181060,20276.148,21879.908,22316.0,6815.0,730.0
181061,20394.818,21485.969,22316.0,6915.0,725.0
181062,21373.242,20323.379,22306.0,7012.0,725.0
181063,20102.426,22320.258,22316.0,8095.0,601.0
181064,20479.154,21372.324,22317.0,5360.0,725.0
181065,20546.293,21112.576,22317.0,6148.0,725.0
181066,20241.129,21878.38,22315.0,6745.0,730.0
181067,20841.832,20834.059,22313.0,6955.0,725.0
181068,21047.271,20707.803,22314.0,7052.0,725.0
181069,22528.168,20067.518,22316.0,5546.0,731.0
181070,21427.785,20300.781,22324.0,7129.0,725.0
181071,21388.43,20506.441,22319.0,5422.0,602.0
181072,20266.406,21795.703,22318.0,6765.0,730.0
181073,21654.502,20234.184,22322.0,5212.0,603.0
181074,20428.707,21305.19,22323.0,5529.0,725.0
181075,20133.297,22277.65,22324.0,6062.0,730.0
181076,20309.475,21676.305,22320.0,7218.0,725.0
181077,20296.71,21736.357,22321.0,7436.0,730.0
181078,20706.738,21062.863,22318.0,7549.0,604.0
181079,22128.93,19924.941,22317.0,7829.0,664.0
181080,22261.441,20032.072,22320.0,5730.0,731.0
181081,20798.688,20867.383,22326.0,5922.0,725.0
181082,21975.332,20027.096,22326.0,6308.0,731.0
181083,21961.672,20062.213,22327.0,5827.0,731.0
181084,20464.926,21329.348,22318.0,7342.0,725.0
181085,21501.53,20252.703,22316.0,7794.0,725.0
181086,22596.234,20144.383,22311.0,7937.0,731.0
181087,21216.299,20483.457,22317.0,8210.0,725.0
181088,22286.156,19993.621,22322.0,7591.0,731.0
181089,21693.867,20066.186,22321.0,8029.0,725.0
181090,19891.057,22661.117,22326.0,8521.0,510.0
181091,21026.605,20662.645,22320.0,6850.0,725.0
181092,20687.924,22212.764,22330.0,6865.0,605.0
181093,21685.344,20002.727,22341.0,7405.0,725.0
181094,21942.477,19941.877,22305.0,7756.0,664.0
181095,21019.793,22411.35,22318.0,8321.0,583.0
181096,20531.518,21271.771,22327.0,5668.0,725.0
181097,20293.01,21741.057,22329.0,6279.0,725.0
181098,20270.69,21833.332,22326.0,6789.0,730.0
181099,22612.86,20092.95,22328.0,7300.0,645.0
181100,22100.734,19968.94,22326.0,7627.0,664.0
181101,21604.176,20387.893,22327.0,5462.0,606.0
181102,21390.545,20382.29,22334.0,5647.0,725.0
181103,21636.15,20630.172,22313.0,6887.0,607.0
181104,20373.059,21456.285,22328.0,5878.0,725.0
181105,20205.82,21983.148,22327.0,6131.0,383.0
181106,20155.816,22145.203,22329.0,7025.0,730.0
181107,20858.535,20786.297,22328.0,7169.0,725.0
181108,22533.227,20060.129,22345.0,7663.0,731.0
181109,21535.084,20460.502,22330.0,5299.0,608.0
181110,20630.342,21124.756,22332.0,6034.0,725.0
181111,20543.861,21150.69,22326.0,7505.0,725.0
181112,21552.518,20606.207,22330.0,7910.0,609.0
181113,22181.988,20082.977,22337.0,8129.0,610.0
181114,20823.342,20892.393,22325.0,6194.0,725.0
181115,21266.604,20399.127,22338.0,6438.0,725.0
181116,21046.932,20514.238,22336.0,5784.0,725.0
181117,20448.756,21374.152,22333.0,6683.0,725.0
181119,20246.713,21782.78,22333.0,6815.0,730.0
181120,21014.816,20750.527,22325.0,7194.0,725.0
181121,20931.082,20693.512,22334.0,5481.0,725.0
181122,20434.463,21408.406,22334.0,6619.0,725.0
181123,21682.031,19980.617,22341.0,7697.0,725.0
181124,20136.717,22271.037,22338.0,6341.0,730.0
181125,20906.059,20823.91,22331.0,6638.0,725.0
181126,20211.379,21998.936,22339.0,7154.0,730.0
181127,21001.771,20639.557,22335.0,8165.0,725.0
181128,20856.156,20816.633,22339.0,5999.0,725.0
181129,20914.09,22131.156,22338.0,6110.0,590.0
181130,20502.709,21276.438,22339.0,6402.0,725.0
181131,22693.678,20124.145,22333.0,6525.0,611.0
181132,20724.246,20997.717,22346.0,6765.0,725.0
181133,21090.709,20559.348,22332.0,7101.0,725.0
181134,20844.713,22081.77,22341.0,5619.0,612.0
181135,20500.262,21245.406,22337.0,6212.0,725.0
181136,21844.791,20006.312,22341.0,6655.0,731.0
181137,20953.707,20727.48,22337.0,6963.0,725.0
181138,21182.283,20460.549,22347.0,7253.0,725.0
181139,21650.121,20095.125,22339.0,5750.0,725.0
181140,20840.137,20936.006,22345.0,5515.0,635.0
181141,22085.096,19947.928,22348.0,5904.0,731.0
181142,21902.639,19994.81,22338.0,6365.0,731.0
181143,22167.912,20029.508,22347.0,7523.0,613.0
181144,22271.61,20014.014,22347.0,6232.0,731.0
181145,21266.85,20547.05,22343.0,6316.0,725.0
181146,21444.605,20276.576,22336.0,7382.0,725.0
181147,21653.096,20022.646,22351.0,7461.0,725.0
181148,20166.318,22045.576,22342.0,7483.0,730.0
181149,21252.361,20444.01,22347.0,7811.0,725.0
181150,20278.988,21829.338,22344.0,8231.0,402.0
181151,21136.342,20563.031,22341.0,5341.0,725.0
181152,22571.314,20082.875,22354.0,6740.0,645.0
181153,20461.857,21450.67,22337.0,7044.0,725.0
181154,21420.283,20328.635,22341.0,7979.0,725.0
181155,21242.672,20506.836,22351.0,5679.0,725.0
181156,22371.084,20001.178,22349.0,6078.0,731.0
181157,20337.342,21605.598,22344.0,6134.0,725.0
181158,20481.521,21297.965,22341.0,6419.0,725.0
181159,20934.025,20774.564,22349.0,6474.0,725.0
181160,22315.418,19921.93,22324.0,6987.0,731.0
181161,20769.965,20984.762,22335.0,7365.0,725.0
181162,22553.79,20185.78,22332.0,7882.0,731.0
181163,22162.934,19947.607,22344.0,5967.0,731.0
181164,20289.896,21794.418,22345.0,6268.0,725.0
181165,22593.266,20075.332,22344.0,7780.0,731.0
181166,22099.934,19928.006,22344.0,6932.0,614.0
181167,21358.61,20427.092,22347.0,7273.0,725.0
181168,20768.113,21006.385,22345.0,5455.0,635.0
181169,20822.873,20903.328,22352.0,6044.0,725.0
181170,20213.744,21913.922,22350.0,6882.0,730.0
181171,20623.586,21107.389,22348.0,7719.0,544.0
181172,20857.354,20910.756,22347.0,8089.0,615.0
181174,22105.877,19918.273,22361.0,6903.0,614.0
181175,20983.469,21864.492,22342.0,5422.0,616.0
181176,20324.805,21624.795,22350.0,6580.0,725.0
181177,20818.346,20876.707,22354.0,7092.0,725.0
181178,21327.736,20417.79,22358.0,6671.0,725.0
181179,21513.977,20534.934,22337.0,5244.0,608.0
181180,20760.127,20932.334,22355.0,5818.0,725.0
181181,20807.783,20921.643,22352.0,5861.0,725.0
181182,20804.729,20866.025,22349.0,7178.0,725.0
181183,21736.182,20029.633,22376.0,7198.0,725.0
