,genes_0,genes_1,x,y,cluster
177871,22669.299,20141.354,21332.0,9105.0,278.0
177872,21603.742,20152.479,21328.0,4814.0,725.0
177873,20695.78,21003.422,21332.0,4855.0,725.0
177874,20903.898,22250.645,21337.0,9914.0,222.0
177875,20394.95,21461.188,21334.0,4790.0,725.0
177876,20454.4,21253.748,21337.0,5386.0,725.0
177877,20698.145,20970.674,21333.0,9167.0,725.0
177878,21016.92,22461.014,21330.0,9945.0,223.0
177879,20451.576,21390.777,21338.0,4888.0,725.0
177880,21617.45,20389.465,21325.0,5228.0,224.0
177881,20437.795,21294.447,21334.0,9418.0,725.0
177882,21913.117,20002.877,21334.0,9478.0,225.0
177883,20173.611,22307.328,21336.0,9697.0,237.0
177885,20815.998,20845.365,21335.0,9195.0,725.0
177886,20760.854,22188.924,21333.0,9971.0,218.0
177888,20887.508,20822.965,21334.0,5323.0,725.0
177889,21078.666,20461.998,21335.0,5581.0,725.0
177890,20498.248,21243.896,21337.0,9496.0,725.0
177891,20344.582,21637.678,21340.0,5612.0,725.0
177892,20666.023,21018.9,21340.0,9581.0,725.0
177893,20099.545,22304.633,21335.0,9726.0,237.0
177894,19918.06,22615.73,21350.0,4555.0,246.0
177895,22545.215,20074.973,21360.0,5430.0,731.0
177896,21244.338,20404.582,21346.0,9341.0,725.0
177897,20374.12,21394.26,21346.0,4931.0,725.0
177898,21374.982,20303.271,21350.0,5555.0,725.0
177899,21622.736,20111.158,21333.0,8826.0,725.0
177900,20777.521,21749.66,21343.0,9605.0,226.0
177901,20416.57,21582.127,21344.0,9889.0,227.0
177902,20480.21,21389.223,21342.0,8854.0,725.0
177903,22274.453,20045.568,21347.0,9282.0,731.0
177906,21612.55,20074.564,21343.0,4669.0,725.0
177907,20330.627,21580.826,21346.0,4770.0,725.0
177911,20898.613,22214.96,21349.0,4972.0,308.0
177912,20701.088,20911.012,21346.0,4994.0,228.0
177913,20557.123,21261.781,21348.0,5049.0,229.0
177914,20493.06,21256.139,21346.0,9223.0,725.0
177917,21095.082,20600.61,21350.0,4704.0,725.0
177918,21152.004,20497.484,21351.0,5140.0,230.0
177919,20831.916,21070.836,21343.0,8794.0,725.0
177920,20498.83,21203.42,21344.0,9071.0,725.0
177921,21270.727,20302.883,21356.0,5202.0,725.0
177922,20528.174,21188.627,21348.0,9156.0,725.0
177924,20431.584,21395.805,21354.0,4741.0,725.0
177925,20301.293,21714.285,21354.0,5511.0,725.0
177926,20445.926,21375.951,21351.0,9136.0,725.0
177927,22558.502,20078.943,21364.0,9499.0,731.0
177928,20121.373,22312.562,21354.0,9753.0,237.0
177929,20730.332,21000.639,21349.0,4906.0,725.0
177931,20884.879,20865.082,21354.0,9177.0,725.0
177933,20991.53,20750.625,21360.0,4604.0,231.0
177934,20426.104,21301.582,21354.0,5316.0,725.0
177935,20397.766,21465.729,21357.0,9773.0,725.0
177937,22120.77,20123.072,21371.0,9096.0,725.0
177938,21184.674,20515.227,21357.0,9817.0,725.0
177939,21137.957,20539.674,21361.0,9855.0,725.0
177940,21649.14,20263.273,21368.0,9197.0,725.0
177941,20836.504,20878.69,21363.0,4816.0,725.0
177942,21417.441,20204.736,21351.0,5295.0,725.0
177943,22243.104,20057.744,21363.0,5463.0,202.0
177944,21075.215,20748.482,21359.0,4569.0,231.0
177945,20896.502,20923.482,21366.0,5337.0,232.0
177946,21404.666,20330.217,21346.0,9422.0,233.0
177948,21317.871,20445.139,21383.0,5101.0,725.0
177949,21623.35,20162.451,21366.0,5614.0,725.0
177950,20325.938,21601.12,21365.0,8960.0,214.0
177951,21504.62,20153.959,21363.0,9396.0,185.0
177952,20033.299,22440.287,21363.0,9672.0,234.0
177953,21024.21,20901.975,21362.0,4848.0,235.0
177954,20452.31,21333.31,21365.0,5500.0,725.0
177955,22125.209,20020.244,21358.0,9020.0,327.0
177956,21627.295,20174.777,21364.0,4629.0,725.0
177957,21597.896,20213.021,21371.0,5579.0,725.0
177958,22292.996,20095.559,21369.0,9289.0,731.0
177960,20959.143,20707.055,21362.0,5078.0,201.0
177961,22348.3,20095.018,21381.0,9343.0,731.0
177962,20252.54,21929.564,21373.0,4480.0,236.0
177963,21586.076,20128.66,21365.0,5034.0,725.0
177964,19952.807,22561.656,21368.0,4512.0,246.0
177965,20262.959,21809.86,21369.0,5280.0,266.0
177966,20259.434,21987.812,21365.0,9929.0,237.0
177967,20130.656,22273.615,21372.0,4758.0,238.0
177968,20427.85,21326.047,21374.0,5015.0,725.0
177969,21769.365,19907.172,21376.0,5155.0,725.0
177970,20319.057,21596.184,21370.0,9069.0,214.0
177972,21507.418,20199.17,21378.0,4722.0,239.0
177973,21206.402,20465.965,21378.0,9035.0,240.0
177975,20439.352,21326.555,21370.0,4915.0,725.0
177976,22582.021,20071.799,21362.0,9446.0,731.0
177977,20049.498,22418.121,21374.0,5121.0,246.0
177978,21531.484,20235.082,21378.0,9154.0,725.0
177979,20774.072,21039.254,21376.0,9535.0,725.0
177982,20570.451,21138.715,21379.0,9313.0,725.0
177983,20377.67,21470.068,21377.0,5235.0,725.0
177984,20715.121,21078.988,21377.0,9366.0,725.0
177985,20440.004,21365.9,21376.0,5376.0,725.0
177986,20823.605,20863.646,21379.0,9824.0,725.0
177989,20972.34,20705.086,21382.0,8993.0,241.0
177990,20442.541,21346.477,21382.0,4806.0,725.0
177991,20634.992,21036.059,21386.0,9211.0,725.0
177992,21228.375,20503.12,21380.0,9762.0,725.0
177993,21781.883,20167.857,21378.0,9235.0,725.0
177994,20323.426,21673.33,21384.0,4986.0,725.0
177995,20603.738,21112.633,21378.0,5555.0,193.0
177996,21221.414,20543.873,21393.0,9404.0,725.0
177997,21652.525,20203.807,21381.0,4955.0,242.0
177998,21769.365,20196.031,21377.0,9124.0,725.0
177999,21182.47,20441.504,21384.0,4603.0,725.0
178000,20618.232,21062.412,21393.0,4780.0,725.0
178001,20446.787,21329.867,21390.0,5075.0,725.0
178002,20241.857,21845.516,21387.0,4759.0,266.0
178003,20807.395,20833.111,21387.0,5187.0,725.0
178004,21350.145,20322.984,21391.0,5630.0,725.0
178005,21052.6,20594.717,21390.0,8971.0,725.0
178006,20159.607,22153.527,21387.0,9699.0,237.0
178007,20885.695,20798.502,21371.0,5261.0,725.0
178008,21807.93,20196.05,21395.0,8954.0,725.0
178010,22688.486,20135.037,21381.0,4642.0,243.0
178011,20431.807,21372.879,21392.0,9191.0,725.0
178012,21165.564,20491.926,21386.0,4695.0,725.0
178013,21223.281,20353.975,21385.0,5318.0,725.0
178015,22578.482,20259.066,21385.0,9883.0,244.0
178018,21050.271,20746.08,21386.0,9057.0,725.0
178019,21477.516,20200.83,21393.0,9482.0,185.0
178020,20473.729,21302.98,21393.0,5446.0,725.0
178021,21316.43,20402.334,21402.0,9669.0,245.0
178023,20610.895,21209.758,21393.0,4482.0,725.0
178024,20472.352,21313.49,21392.0,4893.0,725.0
178025,19976.303,22528.676,21395.0,4923.0,246.0
178026,21536.219,20207.756,21397.0,5493.0,725.0
178027,21055.17,20574.012,21397.0,9097.0,725.0
178028,22329.227,19981.232,21410.0,5052.0,731.0
178029,20846.215,20802.467,21394.0,4866.0,725.0
178030,20779.95,20909.314,21397.0,9265.0,725.0
178031,21232.246,20431.09,21392.0,5584.0,725.0
178033,20869.371,20828.623,21405.0,5648.0,247.0
178034,20442.988,21343.52,21401.0,9624.0,725.0
178036,21267.648,20484.459,21399.0,4673.0,725.0
178037,21756.854,19950.852,21398.0,5287.0,725.0
178038,20535.54,21243.602,21402.0,8897.0,725.0
178039,21963.246,20027.406,21395.0,4828.0,248.0
178040,22083.004,19911.93,21397.0,5412.0,249.0
178041,20520.29,21219.0,21401.0,9359.0,725.0
178043,22385.53,20071.004,21387.0,5531.0,202.0
178044,21017.043,20693.918,21396.0,9440.0,725.0
178045,20368.422,21461.062,21403.0,5557.0,725.0
178046,22033.13,20114.94,21420.0,9080.0,725.0
178047,20426.98,21358.44,21402.0,5368.0,725.0
178048,20653.379,21082.172,21405.0,5473.0,193.0
178049,22088.299,19875.0,21411.0,9298.0,327.0
178050,21557.936,20138.357,21417.0,9600.0,185.0
178051,21419.773,20332.906,21403.0,9821.0,250.0
178055,21165.613,20606.686,21408.0,4737.0,725.0
178056,20748.955,21009.611,21408.0,4807.0,725.0
178057,21629.844,20459.02,21412.0,8998.0,251.0
178058,21016.059,20974.447,21406.0,9778.0,252.0
178059,21530.504,20118.432,21409.0,5139.0,725.0
178060,21176.178,20584.178,21406.0,9150.0,725.0
178063,20178.18,22076.383,21408.0,4936.0,215.0
178064,21455.77,20234.428,21406.0,4975.0,725.0
178065,21411.11,20343.725,21423.0,9049.0,725.0
178066,20984.041,20683.627,21397.0,9380.0,725.0
178067,20011.363,22456.676,21416.0,8733.0,253.0
178068,20633.852,21156.033,21413.0,9205.0,725.0
178069,20413.426,21465.748,21412.0,9426.0,725.0
178071,21219.375,20480.742,21423.0,5274.0,725.0
178072,21902.111,20130.102,21418.0,9178.0,725.0
178073,20819.213,20860.11,21411.0,5436.0,725.0
178074,22438.605,20102.521,21402.0,9020.0,731.0
178075,20848.422,20840.367,21410.0,5098.0,725.0
178076,20497.217,21402.508,21422.0,8749.0,725.0
178077,20908.0,20798.535,21418.0,4777.0,725.0
178078,21331.555,20332.617,21410.0,9130.0,725.0
178079,22224.416,19919.146,21420.0,9404.0,254.0
178080,20858.436,20811.14,21415.0,9726.0,725.0
178082,20551.959,21228.03,21412.0,5580.0,725.0
178083,20450.973,21439.752,21419.0,8905.0,725.0
178084,20284.605,21791.139,21416.0,9359.0,237.0
178085,19989.57,22535.88,21419.0,5188.0,246.0
178086,21460.518,20257.37,21423.0,5533.0,725.0
178087,20763.05,20992.29,21417.0,9477.0,725.0
178090,21002.668,20764.1,21413.0,4885.0,231.0
178091,21220.422,20490.648,21416.0,5613.0,725.0
178092,20722.04,21035.621,21417.0,9443.0,725.0
178093,21341.625,20427.775,21416.0,4711.0,255.0
178094,21311.508,20353.264,21423.0,4909.0,725.0
178095,20086.717,22350.152,21419.0,9687.0,237.0
178096,21929.625,20141.1,21427.0,9758.0,725.0
178097,21779.434,20024.227,21418.0,4648.0,256.0
178098,21463.701,20200.957,21427.0,4680.0,239.0
178100,20549.297,21933.613,21418.0,8969.0,257.0
178102,22585.17,20055.889,21431.0,4851.0,731.0
178103,20547.213,21240.82,21424.0,5166.0,229.0
178104,20798.445,20953.303,21418.0,9331.0,725.0
178106,20135.646,22228.264,21425.0,4477.0,258.0
178107,22277.797,20011.844,21431.0,4598.0,321.0
178108,20222.6,21908.65,21423.0,5080.0,730.0
178109,21709.766,20129.002,21413.0,9237.0,725.0
178110,21542.686,20236.844,21428.0,9288.0,725.0
178111,20966.648,20716.432,21423.0,9797.0,259.0
178112,21242.35,20591.324,21435.0,4752.0,725.0
178113,21004.844,20772.123,21427.0,5297.0,725.0
178114,22283.584,20061.713,21437.0,5653.0,202.0
178115,20696.568,21869.236,21423.0,9555.0,260.0
178116,21270.55,20392.955,21426.0,5014.0,725.0
178117,20529.344,21265.129,21436.0,9648.0,725.0
178120,21752.928,20207.893,21426.0,8938.0,725.0
178121,21274.584,20476.49,21417.0,5244.0,725.0
178122,21707.94,20119.162,21429.0,5356.0,725.0
178123,20823.033,20867.303,21435.0,9205.0,725.0
178126,20427.98,21421.67,21427.0,5327.0,725.0
178127,20405.344,21469.854,21423.0,5469.0,725.0
178128,20254.033,21863.746,21434.0,9064.0,402.0
178129,20622.57,21093.271,21432.0,4722.0,725.0
178130,21337.266,20383.873,21436.0,5143.0,725.0
178131,21429.592,20265.977,21429.0,5386.0,725.0
178132,20663.11,21102.39,21436.0,9367.0,725.0
178133,22533.39,20316.486,21440.0,9822.0,244.0
178135,22273.729,20060.422,21435.0,4561.0,321.0
178136,20005.162,22525.56,21433.0,5212.0,246.0
178137,21004.564,20627.404,21430.0,4971.0,261.0
178138,20648.97,22288.791,21437.0,5108.0,262.0
178140,20484.648,21346.5,21435.0,9143.0,725.0
178141,22268.05,19970.186,21427.0,5204.0,731.0
178142,20374.875,21641.592,21432.0,8777.0,725.0
178143,21279.287,20354.229,21447.0,9024.0,725.0
178145,20235.996,21892.615,21435.0,8743.0,402.0
178146,20542.488,21994.947,21434.0,8989.0,257.0
178147,20461.668,21338.965,21444.0,9291.0,725.0
178150,20475.367,21566.467,21441.0,4879.0,263.0
178151,21077.357,20675.803,21442.0,5546.0,264.0
178152,20722.86,21036.777,21443.0,8956.0,725.0
178153,20935.537,20799.75,21449.0,9324.0,725.0
178154,20425.738,21414.893,21447.0,9269.0,725.0
178156,20619.293,21114.139,21440.0,9340.0,725.0
178158,20505.412,21264.375,21444.0,5413.0,725.0
178159,21330.6,20590.494,21446.0,9738.0,265.0
178160,20935.092,20828.045,21444.0,4779.0,725.0
178161,20262.67,21811.613,21444.0,4989.0,266.0
178162,22159.145,20061.652,21445.0,5497.0,731.0
178163,20840.8,20910.502,21449.0,8853.0,725.0
178164,20832.043,20948.076,21459.0,9104.0,725.0
178166,20732.19,21030.158,21443.0,5037.0,725.0
178167,21883.504,20121.041,21438.0,5636.0,725.0
178168,22627.62,20125.396,21449.0,8892.0,278.0
178169,22361.725,20036.91,21438.0,9427.0,731.0
178170,22389.37,19974.574,21449.0,4660.0,267.0
178171,20849.46,20890.564,21450.0,9180.0,725.0
178172,20187.639,22018.836,21448.0,5338.0,730.0
178173,21619.234,20101.617,21435.0,4929.0,725.0
178174,20713.44,21070.467,21447.0,4946.0,725.0
178175,20143.436,22231.553,21451.0,5687.0,730.0
178176,20983.408,20850.412,21450.0,9471.0,268.0
178177,22232.68,19948.008,21460.0,4842.0,321.0
178178,20136.543,22220.324,21450.0,5319.0,269.0
178179,21796.492,20059.975,21463.0,9242.0,382.0
178180,21197.963,20522.148,21452.0,4713.0,725.0
178181,20450.14,21392.008,21451.0,9222.0,725.0
178183,20805.086,20952.473,21452.0,4686.0,725.0
178184,20586.85,21116.0,21453.0,4810.0,725.0
178185,20212.266,22003.887,21451.0,9593.0,237.0
178186,20226.107,21974.965,21453.0,8750.0,402.0
178187,21672.012,20270.082,21460.0,8919.0,725.0
178188,20926.469,20802.006,21468.0,9084.0,725.0
178190,20786.729,20912.352,21456.0,9391.0,725.0
178193,20608.629,21179.316,21466.0,4965.0,725.0
178194,21610.879,20255.338,21451.0,9158.0,725.0
178195,20362.82,21591.914,21455.0,4551.0,725.0
178196,21780.303,20089.209,21451.0,4618.0,256.0
178197,20884.217,22022.432,21460.0,5123.0,270.0
178198,20985.305,20770.184,21450.0,9131.0,725.0
178199,21189.28,20589.219,21452.0,9680.0,271.0
178201,21708.877,19955.52,21457.0,5161.0,725.0
178202,20217.451,21903.625,21457.0,5398.0,730.0
178203,20179.047,22159.047,21455.0,4599.0,272.0
178204,21759.555,20150.982,21456.0,5471.0,725.0
178206,22400.4,19999.457,21447.0,5441.0,202.0
178207,20375.168,21503.52,21465.0,8953.0,725.0
178209,20496.771,21387.34,21459.0,5085.0,725.0
178210,20772.215,20988.846,21460.0,5239.0,725.0
178211,20346.477,21663.688,21465.0,5662.0,725.0
178212,20415.402,21513.965,21471.0,8761.0,725.0
178213,22502.314,20031.525,21476.0,9283.0,273.0
178214,20928.352,20862.805,21461.0,9767.0,725.0
178216,22267.617,20010.209,21450.0,5583.0,202.0
178217,20984.229,21118.178,21461.0,9512.0,274.0
178218,21730.254,20194.262,21459.0,5616.0,725.0
178219,21639.164,20155.69,21454.0,8984.0,725.0
178220,22009.328,20084.41,21473.0,9015.0,725.0
178221,21641.273,20139.371,21475.0,9188.0,725.0
178222,21575.066,20201.852,21468.0,8786.0,725.0
178223,21218.955,20491.67,21468.0,4908.0,725.0
178225,21573.32,20110.88,21475.0,4991.0,725.0
178226,21374.293,20322.295,21469.0,5349.0,725.0
178227,20833.836,21045.744,21467.0,9318.0,725.0
178228,21880.465,20162.826,21477.0,9421.0,725.0
178229,20479.17,21398.926,21468.0,9472.0,725.0
178230,22383.855,20151.885,21470.0,9708.0,275.0
178232,22495.361,20057.129,21468.0,5280.0,731.0
178233,20784.967,20985.184,21465.0,9208.0,725.0
178234,20336.225,21750.555,21472.0,4731.0,725.0
178235,21343.99,20314.564,21473.0,4769.0,725.0
178236,20892.502,20936.23,21474.0,9343.0,725.0
178237,21529.938,20170.426,21464.0,5067.0,725.0
178238,20408.72,21458.656,21471.0,9125.0,725.0
178239,21974.611,19917.44,21470.0,9373.0,276.0
178240,20537.24,21339.936,21465.0,5021.0,725.0
178241,21949.414,20106.389,21470.0,5551.0,725.0
178243,21912.088,20039.203,21462.0,9055.0,277.0
178244,20446.992,21425.436,21469.0,4935.0,725.0
178245,20354.703,21583.52,21476.0,4868.0,725.0
178247,20342.533,21641.47,21478.0,4693.0,725.0
178248,21300.443,20385.818,21491.0,5078.0,725.0
178249,20786.797,21050.371,21486.0,5226.0,725.0
178251,22690.68,20149.203,21483.0,8879.0,278.0
178252,22097.13,20056.264,21470.0,9737.0,279.0
178253,20864.623,20847.783,21480.0,8814.0,725.0
178254,20436.043,21515.408,21477.0,5252.0,725.0
178255,20910.139,20822.707,21476.0,5319.0,725.0
178256,20615.129,21163.814,21481.0,9585.0,280.0
178257,20391.664,21519.506,21480.0,4635.0,725.0
178258,20373.725,21577.621,21476.0,5178.0,725.0
178259,20459.121,21472.498,21479.0,5201.0,725.0
178260,20113.004,22273.602,21486.0,8587.0,281.0
178261,20740.135,21098.291,21479.0,8940.0,725.0
178264,21401.309,20226.248,21477.0,5396.0,725.0
178265,22070.137,19986.652,21482.0,5502.0,282.0
178267,20238.19,21862.754,21487.0,4571.0,266.0
178268,20921.266,20851.668,21483.0,4658.0,725.0
178269,22531.703,20078.611,21507.0,5425.0,731.0
178270,21479.422,20239.205,21487.0,5588.0,725.0
178271,21601.584,20131.56,21479.0,5635.0,725.0
178272,20566.1,21294.633,21481.0,9535.0,725.0
178274,20907.887,20895.59,21483.0,8912.0,725.0
178275,20485.281,21322.654,21487.0,9396.0,725.0
178276,20829.582,20937.812,21484.0,4617.0,725.0
178277,20785.926,20949.516,21485.0,5154.0,725.0
178278,21768.672,19981.324,21499.0,9307.0,382.0
178279,21683.35,20223.879,21480.0,5670.0,725.0
178280,21219.328,20692.545,21490.0,9068.0,725.0
178281,21157.75,20763.049,21491.0,5049.0,725.0
178282,21646.984,20283.162,21486.0,9149.0,725.0
178283,21784.244,20151.654,21485.0,9634.0,283.0
178284,21701.92,19975.926,21490.0,9216.0,382.0
178285,20532.684,21268.523,21489.0,9475.0,725.0
178286,20797.605,20965.846,21495.0,4904.0,725.0
178287,22038.049,19979.861,21500.0,4957.0,731.0
178288,22636.773,20107.693,21489.0,4717.0,243.0
178289,22508.074,20091.004,21503.0,5697.0,731.0
178290,20934.178,20877.104,21489.0,9107.0,725.0
178291,20184.283,21982.264,21490.0,9266.0,402.0
178292,20134.773,22264.66,21490.0,9381.0,180.0
178293,20108.717,22301.828,21492.0,5105.0,284.0
178294,20757.287,21056.854,21494.0,5459.0,725.0
178297,20154.39,22210.457,21493.0,4828.0,285.0
178298,20552.82,21193.178,21495.0,9087.0,725.0
178300,21198.53,20549.611,21493.0,5616.0,725.0
178301,21713.068,20202.814,21483.0,9769.0,286.0
178303,21333.834,20305.33,21506.0,4674.0,725.0
178305,21145.412,20739.67,21490.0,5364.0,725.0
178307,22107.512,20139.355,21501.0,8969.0,725.0
178308,20819.117,20930.414,21498.0,4879.0,725.0
178309,21174.281,20692.857,21499.0,5187.0,725.0
178310,20539.115,21400.07,21504.0,8946.0,725.0
178311,20831.898,20933.91,21497.0,9023.0,725.0
178312,21511.943,20178.969,21503.0,5516.0,725.0
178313,22283.043,19958.215,21504.0,9352.0,254.0
178314,22472.197,20097.945,21502.0,8840.0,731.0
178315,20460.959,21385.484,21503.0,4930.0,725.0
178316,21804.771,20238.752,21505.0,9741.0,287.0
178319,22066.502,19917.234,21509.0,9184.0,327.0
178320,20391.506,21545.895,21508.0,4658.0,725.0
178321,20390.533,21542.879,21504.0,5149.0,725.0
178322,20946.703,20809.33,21506.0,5252.0,725.0
178323,21652.502,20083.719,21501.0,4794.0,725.0
178324,21714.879,19991.062,21513.0,5315.0,725.0
178325,22077.336,20076.5,21509.0,9005.0,725.0
178326,22289.209,20151.53,21508.0,9683.0,288.0
178327,20632.12,21182.443,21510.0,4746.0,725.0
178328,20211.414,21958.305,21509.0,9059.0,402.0
178329,20664.111,21166.996,21509.0,4767.0,725.0
178331,20274.412,21766.602,21511.0,9319.0,237.0
178333,21589.893,20069.56,21507.0,4852.0,725.0
178334,21724.223,19973.9,21504.0,5019.0,725.0
178335,20542.275,21311.785,21511.0,9086.0,725.0
178336,20495.799,21446.121,21516.0,5209.0,725.0
178337,20436.791,21485.238,21515.0,9046.0,725.0
178338,20802.627,21053.662,21513.0,9565.0,725.0
178339,21357.006,20368.793,21523.0,9605.0,245.0
178340,21686.047,20055.238,21525.0,5082.0,725.0
178341,21284.72,20507.602,21517.0,5539.0,725.0
178342,22127.926,20049.02,21523.0,5728.0,731.0
178343,20483.986,21464.643,21519.0,8941.0,725.0
178344,20472.703,21430.713,21515.0,9335.0,725.0
178345,20328.44,21688.24,21517.0,9375.0,725.0
178346,20848.986,20954.451,21502.0,9133.0,725.0
178347,20203.285,21931.85,21516.0,5408.0,730.0
178348,20398.055,21474.555,21516.0,5602.0,725.0
178349,20433.91,21545.596,21508.0,8582.0,725.0
178350,20425.783,21472.406,21521.0,9637.0,725.0
178351,20989.107,21977.97,21518.0,5578.0,289.0
178352,20816.885,21139.057,21518.0,9444.0,725.0
178354,21086.998,20708.357,21516.0,5123.0,725.0
178355,20965.666,20919.65,21508.0,5480.0,725.0
178356,22334.426,19917.873,21532.0,9232.0,254.0
178357,21277.041,20556.357,21510.0,9257.0,725.0
178358,21912.51,19958.844,21518.0,5388.0,290.0
178359,21107.59,20728.117,21519.0,4705.0,231.0
178360,20906.262,20890.771,21525.0,5008.0,725.0
178361,20816.586,20897.322,21520.0,9114.0,725.0
178363,20993.201,20710.115,21522.0,9293.0,725.0
178364,21415.814,20293.037,21509.0,5344.0,725.0
178365,20928.791,20937.012,21518.0,5671.0,725.0
178366,21923.154,20192.1,21528.0,5625.0,291.0
178368,21172.783,20614.55,21516.0,4884.0,725.0
178369,20783.207,21184.549,21521.0,5151.0,725.0
178370,22030.098,19959.229,21536.0,5458.0,282.0
178371,20806.812,20948.447,21524.0,5502.0,725.0
178373,20646.752,21229.203,21527.0,4685.0,725.0
178374,21207.594,20513.43,21531.0,4728.0,725.0
178375,21691.254,20202.248,21508.0,5653.0,725.0
178376,21214.611,20579.307,21527.0,8807.0,725.0
178377,20198.32,21986.516,21527.0,5173.0,730.0
178378,22690.375,20141.113,21526.0,5275.0,292.0
178381,20356.238,21670.637,21528.0,4760.0,725.0
178383,22050.54,20135.621,21545.0,8831.0,725.0
178384,21102.84,20608.182,21535.0,8912.0,725.0
178385,20142.129,22187.63,21530.0,9158.0,360.0
178386,20136.902,22142.688,21531.0,5221.0,730.0
178387,21176.8,20587.658,21527.0,8857.0,725.0
178388,20671.28,21354.295,21529.0,9508.0,293.0
178389,22101.6,20029.664,21541.0,5747.0,731.0
178390,20823.322,20920.848,21536.0,8957.0,725.0
178391,20319.295,21678.49,21537.0,9126.0,725.0
178393,20364.137,22183.582,21534.0,4620.0,294.0
178394,20832.223,20901.58,21535.0,8930.0,725.0
178395,21233.744,20570.83,21533.0,5053.0,725.0
178396,20819.492,21068.58,21531.0,9337.0,725.0
178397,20870.309,20889.13,21527.0,9715.0,725.0
178398,22040.332,20054.05,21552.0,9076.0,725.0
178399,22550.53,20067.002,21559.0,9171.0,273.0
178400,20381.053,21668.852,21530.0,9421.0,725.0
178401,21624.14,20261.703,21530.0,4906.0,295.0
178402,20551.38,21402.768,21535.0,9552.0,725.0
178403,20907.322,20897.47,21531.0,9681.0,725.0
178404,21250.812,20615.512,21531.0,4954.0,725.0
178405,21343.596,20272.691,21533.0,9088.0,725.0
178406,22204.115,20035.4,21541.0,9274.0,296.0
178407,20924.05,20947.648,21544.0,5101.0,725.0
178408,20530.686,21903.43,21548.0,5334.0,297.0
178409,21379.736,20326.457,21536.0,4975.0,725.0
178410,20205.66,21931.377,21540.0,9367.0,402.0
178412,20421.447,21468.184,21542.0,5364.0,725.0
178413,20912.895,21003.363,21540.0,9627.0,298.0
178415,20891.797,22181.705,21555.0,5319.0,308.0
178416,21005.469,20850.756,21538.0,5582.0,725.0
178418,22684.66,20148.416,21517.0,8899.0,278.0
178419,21225.861,20568.86,21543.0,8995.0,725.0
178421,20163.713,22055.611,21545.0,9109.0,360.0
178422,20513.74,21336.406,21545.0,5543.0,725.0
178423,21578.54,20135.451,21543.0,9018.0,725.0
178424,22161.057,20007.68,21540.0,5241.0,731.0
178425,20480.418,21461.379,21554.0,9127.0,725.0
178426,20753.762,21058.465,21545.0,9288.0,725.0
178427,21737.844,19947.426,21547.0,4790.0,725.0
178428,20422.668,21535.438,21548.0,5423.0,725.0
178429,20942.977,22244.293,21552.0,4649.0,299.0
178430,21003.248,22309.293,21545.0,5674.0,300.0
178431,20985.168,21900.617,21546.0,9596.0,301.0
178433,20932.734,20849.133,21553.0,8901.0,725.0
178435,20069.87,22332.135,21555.0,4852.0,302.0
178436,20711.578,21122.38,21544.0,4871.0,725.0
178437,20872.514,21092.947,21552.0,5515.0,725.0
178438,20772.922,21039.514,21545.0,9046.0,725.0
178439,22536.107,20312.295,21557.0,9685.0,244.0
178440,20700.977,21819.236,21553.0,4629.0,303.0
178441,21635.479,20105.557,21568.0,4836.0,725.0
178442,21736.941,20033.166,21555.0,5594.0,725.0
178443,21680.059,20145.08,21541.0,5706.0,725.0
178444,22007.576,20117.695,21555.0,8788.0,725.0
178445,21235.28,20609.998,21554.0,9207.0,725.0
178446,21347.977,20320.67,21561.0,4896.0,725.0
178447,21311.727,20458.523,21553.0,5156.0,725.0
178448,21728.418,20378.398,21558.0,5027.0,304.0
178449,20017.695,22495.49,21558.0,9514.0,305.0
178450,20852.605,20975.248,21553.0,5178.0,725.0
178451,21030.31,22523.36,21565.0,9643.0,363.0
178453,20917.844,22070.105,21559.0,5623.0,306.0
178454,20894.867,20973.86,21563.0,5760.0,725.0
178456,20830.818,21837.322,21567.0,5383.0,307.0
178457,20402.197,21505.238,21560.0,4964.0,725.0
178458,20896.451,22179.67,21567.0,5078.0,308.0
178459,21669.064,20209.385,21567.0,8817.0,725.0
178460,22113.414,19911.559,21544.0,9313.0,327.0
178461,20426.055,21454.254,21556.0,5289.0,725.0
178462,20756.525,21044.875,21553.0,5400.0,725.0
178463,21678.143,20144.475,21573.0,8734.0,725.0
178464,21259.662,20640.83,21560.0,9146.0,725.0
178465,21240.865,20502.775,21556.0,4721.0,725.0
178466,21282.014,20441.342,21563.0,5198.0,725.0
178467,22100.02,19986.959,21553.0,4697.0,731.0
178468,20900.824,22225.088,21569.0,5354.0,308.0
178470,21047.0,20765.781,21555.0,5115.0,725.0
178471,22533.395,20076.98,21573.0,5712.0,731.0
178472,20400.74,21455.375,21568.0,4809.0,725.0
178473,20869.875,21014.85,21565.0,9065.0,725.0
178474,20749.58,21090.42,21572.0,9189.0,725.0
178475,21209.998,20545.443,21568.0,9242.0,725.0
178476,21544.705,20127.838,21555.0,5491.0,725.0
178477,21096.4,20574.041,21570.0,9368.0,725.0
178478,20980.906,21196.713,21568.0,9457.0,309.0
178479,20267.242,21797.918,21570.0,9298.0,237.0
178480,20077.604,22291.559,21571.0,9492.0,180.0
178481,21209.082,20603.82,21567.0,4774.0,725.0
178482,21516.346,20131.691,21553.0,4939.0,725.0
178484,20646.1,21246.74,21576.0,9270.0,725.0
178485,20822.922,21068.316,21572.0,9014.0,725.0
